Name,VoxCeleb2ID,VGGFace2,Gender,Set,Ethnicity,Birthdate,ErrorLinks
Andreas_Birnbacher,id00506,n000506,m,dev,Caucasian Latin,1981-09-11,
Andreas_Dresen,id00507,n000507,m,dev,Caucasian Latin,1963-08-16,
Andreas_Gabalier,id00508,n000508,m,dev,Caucasian Latin,1984-11-21,
Andreas_Jancke,id00509,n000509,m,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Andreas_Jancke 
Andreas_Lundstedt,id00510,n000510,m,dev,Caucasian Latin,1972-05-20,
Andreas_Pinkwart,id00512,n000512,m,dev,Caucasian Latin,1960-08-18,
Andreas_Scheuer,id00513,n000513,m,dev,Caucasian Latin,1974-09-26,
Andreas_Seppi,id00514,n000514,m,dev,Caucasian Latin,1984-02-21,
Andreea_Mitu,id00515,n000515,f,dev,Caucasian Latin,1991-09-22,
Andrei_Arlovski,id00516,n000516,m,dev,Caucasian Latin,1979-02-04,
Andrei_Kirilenko,id00517,n000517,m,dev,Caucasian Latin,1981-02-18,
Andrew_Bynum,id00518,n000518,m,dev,African American,1987-10-27,
Andrew_Fifita,id00519,n000519,m,dev,Caucasian Latin,1989-06-28,
Andrew_Flintoff,id00520,n000520,m,dev,Caucasian Latin,1977-12-06,
Andrew_Lincoln,id00521,n000521,m,dev,Caucasian Latin,1973-09-14,
Andrew_Lloyd_Webber,id00522,n000522,m,dev,Caucasian Latin,1948-03-22,
Andrew_Strauss,id00524,n000524,m,dev,Caucasian Latin,1977-03-02,
Andrew_Symonds,id00525,n000525,m,dev,Caucasian Latin,1975-06-09,
Andrew_Trimble,id00526,n000526,m,dev,Caucasian Latin,1984-10-20,
Andrew_Upton,id00527,n000527,m,dev,Caucasian Latin,1966-02-01,
Andrew_VanWyngarden,id00528,n000528,m,dev,Caucasian Latin,1983-02-01,
Andrew_W.K.,id00529,n000529,m,dev,Caucasian Latin,1979-05-09,
Andrew_Zimmern,id00530,n000530,m,dev,Caucasian Latin,1961-07-04,
Andrey_Amador,id00531,n000531,m,dev,Caucasian Latin,1986-08-29,
Andris_Nelsons,id00534,n000534,m,dev,Caucasian Latin,1978-11-18,
Andriy_Shevchenko,id00535,n000535,m,dev,Caucasian Latin,1976-09-29,
André_3000,id00539,n000538,m,dev,African American,1975-05-27,
André_Breitenreiter,id00542,n000541,m,dev,Caucasian Latin,1973-10-02,
André_Kuipers,id00543,n000542,m,dev,Caucasian Latin,1958-10-05,
André_Manoukian,id00544,n000543,m,dev,Caucasian Latin,1957-04-09,
André_Rieu,id00545,n000544,m,dev,Caucasian Latin,1949-10-01,
André_Schürrle,id00546,n000545,m,dev,Caucasian Latin,1990-11-06,
André_Villas-Boas,id00548,n000547,m,dev,Caucasian Latin,1977-10-17,
Andrés_Guardado,id00550,n000550,m,dev,Caucasian Latin,1986-09-28,
Andrés_Manuel_López_Obrador,id00552,n000552,m,dev,Caucasian Latin,1953-11-13,
Andrés_Nocioni,id00553,n000553,m,dev,Caucasian Latin,1979-11-30,
Andrés_Velencoso,id00554,n000554,m,dev,Caucasian Latin,1978-03-11,
Andy_Allo,id00555,n000555,m,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Andy_Allo 
Andy_Borg,id00557,n000557,m,dev,Caucasian Latin,1960-11-02,
Andy_Burnham,id00558,n000558,m,dev,Caucasian Latin,1970-01-07,
Andy_Carroll,id00559,n000559,m,dev,Caucasian Latin,1989-01-06,
Andy_Lau,id00560,n000560,m,dev,East Asian,1961-09-27,
Andy_Reid,id00561,n000561,m,dev,Caucasian Latin,1958-03-19,
Andy_Roddick,id00562,n000562,m,test,Caucasian Latin,1982-08-30,
Angel_Locsin,id00566,n000566,f,dev,East Asian,1985-04-23,
Angel_Porrino,id00567,n000567,f,dev,Caucasian Latin,1989-05-06,
Angela_Bassett,id00568,n000568,f,dev,African American,1958-08-16,
Angela_Gheorghiu,id00569,n000569,f,dev,Caucasian Latin,1965-09-07,
Angela_Gossow,id00570,n000570,f,dev,Caucasian Latin,1974-11-05,
Angela_Groothuizen,id00571,n000571,f,dev,Caucasian Latin,1959-09-28,
Angela_Martini,id00573,n000573,f,dev,Caucasian Latin,1986-05-23,
Angela_Rippon,id00574,n000574,f,dev,Caucasian Latin,1944-10-12,
Angela_Sarafyan,id00575,n000575,f,dev,Caucasian Latin,1983-06-30,
Angela_Simmons,id00577,n000577,f,dev,African American,1987-09-18,
Angela_Yee,id00578,n000578,f,dev,African American,1976-01-03,
Angelababy,id00579,n000579,f,dev,East Asian,1989-02-28,
Angelica_Celaya,id00581,n000581,f,dev,Caucasian Latin,1982-07-09,
Angelica_Panganiban,id00582,n000582,f,dev,East Asian,1986-11-04,
Angelique_Kerber,id00584,n000584,f,dev,Caucasian Latin,1988-01-18,
Angelique_Morgan,id00585,n000585,f,dev,Caucasian Latin,1975-09-22,
Angelo_Mathews,id00586,n000586,m,dev,African American,1987-06-02,
Angelo_Scola,id00587,n000587,m,dev,Caucasian Latin,1941-11-07,
Angham,id00588,n000588,f,dev,Asian Indian,1972-01-19,
Angie_Cepeda,id00589,n000589,f,dev,Caucasian Latin,1974-08-02,
Angie_Everhart,id00591,n000591,f,dev,Caucasian Latin,1969-09-07,
Angie_Motshekga,id00592,n000592,f,dev,African American,1955-06-19,
Angie_Stone,id00593,n000593,f,dev,African American,1961-12-18,
Angus_Deayton,id00594,n000594,m,dev,Caucasian Latin,1956-01-06,
Angélique_Kidjo,id00596,n000596,m,dev,African American,1960-07-14,
Anifah_Aman,id00597,n000597,m,dev,East Asian,1953-11-16,
Anita_Włodarczyk,id00607,n000607,f,dev,Caucasian Latin,1985-08-08,
Anja_Kling,id00608,n000608,f,dev,Caucasian Latin,1970-03-22,
Anjali,id00610,n000610,f,dev,Asian Indian,1800-01-01, https://en.wikipedia.org/wiki/Anjali 
Anjana_Sukhani,id00611,n000611,f,dev,Asian Indian,1978-12-10,
Anjelah_Johnson,id00612,n000612,f,dev,Caucasian Latin,1982-05-14,
Anjelica_Huston,id00613,n000613,f,dev,Caucasian Latin,1951-07-08,
Anke_Engelke,id00614,n000614,f,dev,Caucasian Latin,1965-12-21,
Anke_Huber,id00615,n000615,f,dev,Caucasian Latin,1974-12-04,
Ann_Curry,id00616,n000616,f,dev,East Asian,1956-11-19,
Anna-Maria_Zimmermann,id00617,n000639,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Anna-Maria_Zimmermann 
AnnaLynne_McCord,id00618,n000640,f,dev,Caucasian Latin,1987-07-16,
Anna_Bligh,id00620,n000618,f,dev,Caucasian Latin,1960-07-14,
Anna_Chakvetadze,id00621,n000619,f,dev,Caucasian Latin,1987-03-05,
Anna_Chlumsky,id00622,n000620,f,dev,Caucasian Latin,1980-12-03,
Anna_Finocchiaro,id00623,n000621,f,dev,Caucasian Latin,1955-03-31,
Anna_Hutchison,id00624,n000622,f,dev,Caucasian Latin,1986-02-08,
Anna_Karina,id00628,n000626,f,dev,Caucasian Latin,1940-09-22,
Anna_Kinberg_Batra,id00629,n000627,f,dev,Caucasian Latin,1970-04-14,
Anna_Loos,id00631,n000629,f,dev,Caucasian Latin,1970-11-18,
Anna_Maria_Mühe,id00632,n000630,f,dev,Caucasian Latin,1985-07-23,
Anna_Meares,id00633,n000631,f,dev,Caucasian Latin,1983-09-21,
Anna_Mouglalis,id00634,n000632,f,dev,Caucasian Latin,1978-04-26,
Anna_Nalick,id00636,n000634,f,dev,Caucasian Latin,1984-03-30,
Anna_Nordqvist,id00637,n000635,f,dev,Caucasian Latin,1987-06-10,
Anna_Puu,id00638,n000636,f,dev,Caucasian Latin,1982-02-03,
Annabelle_Mandeng,id00641,n000641,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Annabelle_Mandeng 
Anne_Princess_Royal,id00642,n000658,f,,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Anne_Princess_Royal 
Anne-Marie_Duff,id00643,n000659,f,dev,Caucasian Latin,1970-10-08,
Anne-Sophie_Briest,id00644,n000660,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Anne-Sophie_Briest 
Anne-Sophie_Lapix,id00645,n000661,f,dev,Caucasian Latin,1972-04-29,
Anne_Curtis,id00647,n000643,f,dev,East Asian,1985-02-17,
Anne_Dudek,id00648,n000644,f,dev,Caucasian Latin,1975-03-22,
Anne_Heche,id00649,n000645,f,dev,Caucasian Latin,1969-05-25,
Anne_Hidalgo,id00650,n000646,f,dev,Caucasian Latin,1959-06-19,
Anne_Igartiburu,id00651,n000647,f,dev,Caucasian Latin,1969-02-18,
Anne_Kirkbride,id00652,n000648,f,dev,Caucasian Latin,1954-06-21,
Anne_Kukkohovi,id00653,n000649,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Anne_Kukkohovi 
Anne_Lauvergeon,id00654,n000650,f,dev,Caucasian Latin,1959-08-02,
Anne_Linnet,id00655,n000651,f,dev,Caucasian Latin,1953-07-30,
Anne_Robinson,id00656,n000652,f,dev,Caucasian Latin,1944-09-26,
Anne_Roumanoff,id00657,n000653,f,dev,Caucasian Latin,1965-09-25,
Anne_Sinclair,id00659,n000655,f,dev,Caucasian Latin,1948-07-15,
Annemarie_Eilfeld,id00663,n000663,f,dev,Caucasian Latin,1990-05-02,
Annemarie_Jorritsma,id00664,n000664,f,dev,Caucasian Latin,1950-06-01,
Annemarie_Warnkross,id00665,n000665,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Annemarie_Warnkross 
Annet_Mahendru,id00666,n000666,f,dev,Caucasian Latin,1985-11-05,
Annette_Bening,id00667,n000667,f,dev,Caucasian Latin,1958-05-29,
Annette_Frier,id00668,n000668,f,dev,Caucasian Latin,1974-01-22,
Annette_Gerritsen,id00669,n000669,f,dev,Caucasian Latin,1985-10-11,
Annette_Obrestad,id00670,n000670,f,dev,Caucasian Latin,1988-09-18,
Annie_Khalid,id00672,n000672,f,dev,Caucasian Latin,1987-03-27,
Annie_Lennox,id00673,n000673,f,dev,Caucasian Latin,1954-12-25,
Annie_Lööf,id00674,n000674,f,dev,Caucasian Latin,1983-07-16,
Annie_Parisse,id00675,n000675,f,dev,Caucasian Latin,1975-07-31,
Annie_Wersching,id00676,n000676,f,dev,Caucasian Latin,1977-03-28,
Annika_Beck,id00677,n000677,f,dev,Caucasian Latin,1994-02-16,
Annika_Jankell,id00678,n000678,f,dev,Caucasian Latin,1961-12-28,
Annise_Parker,id00680,n000680,f,dev,Caucasian Latin,1956-05-17,
Anny_Duperey,id00681,n000681,f,dev,Caucasian Latin,1947-06-28,
Anshu_Jain,id00685,n000685,m,dev,Caucasian Latin,1963-01-07,
Antanas_Guoga,id00686,n000686,m,dev,Caucasian Latin,1973-12-17,
Antara_Biswas,id00687,n000687,f,dev,Asian Indian,1982-11-21,
Anthony_Davis,id00690,n000690,m,dev,African American,1993-03-11,
Anthony_Foxx,id00691,n000691,m,dev,African American,1971-04-30,
Anthony_Hopkins,id00692,n000692,m,dev,Caucasian Latin,1937-12-31,
Anthony_Mundine,id00693,n000693,m,dev,Caucasian Latin,1975-05-21,
Anthony_Ogogo,id00694,n000694,m,dev,Caucasian Latin,1988-11-24,
Anthony_Pettis,id00695,n000695,m,dev,Caucasian Latin,1987-01-27,
Anthony_Stokes,id00696,n000696,m,dev,Caucasian Latin,1988-07-25,
Anthony_Weiner,id00699,n000699,m,dev,Caucasian Latin,1964-09-04,
Antoaneta_Stefanova,id00700,n000700,f,dev,Caucasian Latin,1979-04-19,
Antoine_Walker,id00701,n000701,m,dev,African American,1976-08-12,
Antonia_Thomas,id00707,n000707,f,dev,Caucasian Latin,1986-11-03,
Antonin_Scalia,id00708,n000708,m,dev,Caucasian Latin,1936-03-11,
Antonio_Banderas,id00709,n000709,m,dev,Caucasian Latin,1960-08-10,
Antonio_Candreva,id00710,n000710,m,dev,Caucasian Latin,1987-02-28,
Antonio_Carluccio,id00711,n000711,m,dev,Caucasian Latin,1937-04-19,
Antonio_Cassano,id00712,n000712,m,dev,Caucasian Latin,1982-07-12,
Antonio_Cesaro,id00714,n000714,m,dev,Caucasian Latin,1980-12-27,
Antonio_Conte,id00715,n000715,m,dev,Caucasian Latin,1969-07-31,
Antonio_Di_Pietro,id00717,n000717,m,dev,Caucasian Latin,1950-10-02,
Antonio_Nocerino,id00721,n000721,m,dev,Caucasian Latin,1985-04-09,
Antonio_Pappano,id00723,n000723,m,dev,Caucasian Latin,1959-12-30,
Antonio_Tajani,id00724,n000724,m,dev,Caucasian Latin,1953-08-04,
Antonio_Valencia,id00725,n000725,m,dev,African American,1985-08-04,
Antonique_Smith,id00726,n000726,f,dev,Caucasian Latin,1983-08-11,
Antonis_Samaras,id00727,n000727,m,dev,Caucasian Latin,1951-05-23,
Antti_Tuisku,id00729,n000729,m,dev,Caucasian Latin,1984-02-27,
Anu_Choudhury,id00730,n000730,f,dev,Asian Indian,1800-01-01, https://en.wikipedia.org/wiki/Anu_Choudhury 
Anup_Soni,id00731,n000731,m,dev,Asian Indian,1975-01-30,
Anurag_Kashyap,id00732,n000732,m,dev,Asian Indian,1972-09-10,
Anya_Monzikova,id00735,n000735,f,dev,Caucasian Latin,1984-08-25,
Aníbal_Cavaco_Silva,id00736,n000736,m,dev,Caucasian Latin,1939-07-15,
Apara_Mehta,id00739,n000739,f,dev,Asian Indian,1800-01-01, https://en.wikipedia.org/wiki/Apara_Mehta 
Apollo_Quiboloy,id00740,n000740,m,dev,East Asian,1950-04-25,
Apolo_Ohno,id00741,n000741,m,dev,Caucasian Latin,1982-05-22,
Apurva_Agnihotri,id00742,n000742,m,dev,Asian Indian,1800-01-01, https://en.wikipedia.org/wiki/Apurva_Agnihotri 
Arbaaz_Khan,id00745,n000745,m,dev,Asian Indian,1967-08-04,
Archana_Puran_Singh,id00746,n000746,f,dev,Caucasian Latin,1962-09-26,
Archie_Panjabi,id00747,n000747,f,dev,Caucasian Latin,1972-05-31,
Ariadna_Gil,id00750,n000750,f,dev,Caucasian Latin,1969-01-23,
Ariana_Grande,id00752,n000752,f,dev,Caucasian Latin,1993-06-26,
Ariane_Brodier,id00753,n000753,f,dev,Caucasian Latin,1979-04-26,
Ariane_Friedrich,id00754,n000754,f,dev,Caucasian Latin,1984-01-10,
Arianna_Huffington,id00755,n000755,f,dev,Caucasian Latin,1950-07-15,
Ariel_Winter,id00758,n000758,f,dev,Caucasian Latin,1998-01-28,
Arielle_Kebbel,id00759,n000759,f,dev,Caucasian Latin,1985-02-19,
Aries_Merritt,id00760,n000760,m,dev,African American,1985-07-24,
Aries_Spears,id00761,n000761,m,dev,African American,1975-04-03,
Arifin_Putra,id00762,n000762,m,dev,Caucasian Latin,1987-05-01,
Arika_Sato,id00763,n000763,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Arika_Sato 
Arié_Elmaleh,id00765,n000765,m,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Arié_Elmaleh 
Ariël_Jacobs,id00766,n000766,m,dev,Caucasian Latin,1953-07-25,
Arjan_Bajwa,id00769,n000769,m,dev,Asian Indian,1979-09-03,
Arlene_Phillips,id00770,n000770,f,dev,Caucasian Latin,1943-05-22,
Armaan_Malik,id00773,n000773,m,dev,Asian Indian,1995-07-22,
Armando_Iannucci,id00774,n000774,m,dev,Caucasian Latin,1963-11-28,
Armin_Shimerman,id00775,n000775,m,dev,Caucasian Latin,1949-11-05,
Armin_Veh,id00776,n000776,m,dev,Caucasian Latin,1961-02-01,
Armistead_Maupin,id00777,n000777,m,dev,Caucasian Latin,1944-05-13,
Arnd_Peiffer,id00778,n000778,m,dev,Caucasian Latin,1987-03-18,
Arno_Del_Curto,id00779,n000779,m,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Arno_Del_Curto 
Aron_Ralston,id00780,n000780,m,dev,Caucasian Latin,1975-10-27,
Arron_Afflalo,id00781,n000781,m,dev,African American,1985-10-15,
Arron_Villaflor,id00782,n000782,m,dev,East Asian,1990-07-05,
Arsenio_Hall,id00783,n000783,m,dev,African American,1956-02-12,
Arshad_Warsi,id00784,n000784,m,dev,Asian Indian,1968-04-18,
Arsène_Wenger,id00785,n000785,m,dev,Caucasian Latin,1949-10-22,
Arthur_Darvill,id00786,n000786,m,dev,Caucasian Latin,1982-06-17,
Arthur_Sinodinos,id00787,n000787,m,dev,Caucasian Latin,1957-02-25,
Artie_Lange,id00788,n000788,m,dev,Caucasian Latin,1967-10-11,
Artur_Szpilka,id00792,n000792,m,dev,Caucasian Latin,1989-04-12,
Arturo_Brachetti,id00794,n000794,m,dev,Caucasian Latin,1957-10-13,
Arun_Vijay,id00796,n000796,m,dev,Asian Indian,1977-11-19,
Arunoday_Singh,id00797,n000797,m,dev,Caucasian Latin,1983-02-17,
Arya_Babbar,id00799,n000799,m,dev,Asian Indian,1981-05-24,
Asamoah_Gyan,id00801,n000801,m,dev,African American,1985-11-22,
Asdrúbal_Cabrera,id00802,n000802,m,dev,Caucasian Latin,1985-11-13,
Ashlan_Gorse,id00803,n000803,f,dev,Caucasian Latin,1980-12-14,
Ashlee_Simpson,id00804,n000804,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Ashlee_Simpson 
Ashley_Cole,id00805,n000805,m,dev,African American,1980-12-20,
Ashley_Eckstein,id00806,n000806,f,dev,Caucasian Latin,1981-09-22,
Ashley_Monroe,id00809,n000809,f,dev,Caucasian Latin,1986-09-10,
Ashley_Olsen,id00810,n000810,f,dev,Caucasian Latin,1986-06-13,
Ashley_Scott,id00811,n000811,f,dev,Caucasian Latin,1977-07-13,
Ashley_Tisdale,id00812,n000812,f,test,Caucasian Latin,1985-07-02,
Ashley_Wagner,id00813,n000813,f,dev,Caucasian Latin,1991-05-16,
Ashley_Young,id00814,n000814,m,dev,African American,1985-07-09,
Ashok_Dinda,id00815,n000815,m,dev,Caucasian Latin,1984-03-25,
Ashraf_Ghani,id00816,n000816,m,dev,Asian Indian,1949-05-19,
Ashton_Kutcher,id00817,n000817,m,test,Caucasian Latin,1978-02-07,
Asia_Argento,id00818,n000818,f,dev,Caucasian Latin,1975-09-20,
Astrid_Bryan,id00820,n000820,f,dev,Caucasian Latin,1983-01-25,
Aubrey_Plaza,id00823,n000823,f,dev,Caucasian Latin,1984-06-26,
Audrey_Fleurot,id00824,n000824,f,dev,Caucasian Latin,1977-07-06,
Audrey_Kitching,id00825,n000825,f,dev,Caucasian Latin,1985-07-26,
Audrey_Tautou,id00826,n000826,f,dev,Caucasian Latin,1976-08-09,
August_Diehl,id00827,n000827,m,dev,Caucasian Latin,1976-01-04,
Aure_Atika,id00828,n000828,f,dev,Caucasian Latin,1970-07-12,
Ava_DuVernay,id00829,n000829,f,dev,African American,1972-08-24,
Avery_Bradley,id00830,n000830,m,dev,African American,1990-11-26,
Avery_Johnson,id00831,n000831,m,dev,African American,1965-03-25,
Avery_Sunshine,id00832,n000832,m,dev,African American,1975-05-22,
Avika_Gor,id00833,n000833,f,dev,Asian Indian,1997-06-30,
Avril_Lavigne,id00835,n000835,f,dev,Caucasian Latin,1984-09-27,
Ayda_Field,id00841,n000841,f,dev,Caucasian Latin,1979-05-17,
Ayelet_Zurer,id00842,n000842,f,dev,Caucasian Latin,1969-06-28,
Ayesha_Khan,id00843,n000843,f,dev,Asian Indian,1982-09-27,
Ayesha_Omar,id00844,n000844,f,dev,Asian Indian,1981-10-12,
Aygül_Özkan,id00846,n000846,f,dev,Caucasian Latin,1971-08-27,
Ayla_Kell,id00848,n000848,f,dev,Caucasian Latin,1990-10-07,
Aylin_Tezel,id00851,n000851,f,dev,Caucasian Latin,1983-11-29,
Aymen_Abdennour,id00852,n000852,m,dev,Caucasian Latin,1989-08-06,
Ayushmann_Khurrana,id00857,n000857,m,dev,Asian Indian,1984-09-14,
Azadeh_Samadi,id00859,n000859,f,dev,Asian Indian,1979-01-07,
Azim_Premji,id00860,n000860,m,dev,Caucasian Latin,1945-07-24,
Azmin_Ali,id00863,n000863,m,dev,East Asian,1964-08-25,
Aïssa_Maïga,id00865,n000865,f,dev,African American,1975-05-25,
B._J._Novak,id00866,n000866,m,test,Caucasian Latin,1979-07-31,
B._J._Thomas,id00867,n000867,m,dev,Caucasian Latin,1942-08-07,
B._J._Upton,id00868,n000868,m,dev,African American,1984-08-21,
B._S._Yeddyurappa,id00869,n000869,m,dev,Asian Indian,1943-02-27,
Baichung_Bhutia,id00875,n000875,m,dev,East Asian,1976-12-15,
Bailee_Madison,id00876,n000876,f,dev,Caucasian Latin,1999-10-15,
Baltasar_Garzón,id00879,n000879,m,dev,Caucasian Latin,1955-10-26,
Bam_Margera,id00880,n000880,m,dev,Caucasian Latin,1979-09-28,
Bamboo_Mañalac,id00881,n000881,m,dev,East Asian,1976-03-21,
Bandaru_Dattatreya,id00882,n000882,m,dev,Asian Indian,1947-06-12,
Bappi_Lahiri,id00883,n000883,m,dev,Asian Indian,1952-11-27,
Baptiste_Giabiconi,id00884,n000884,m,dev,Caucasian Latin,1989-11-09,
Bar_Refaeli,id00885,n000885,f,dev,Caucasian Latin,1985-06-04,
Barbara_Alyn_Woods,id00886,n000886,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Barbara_Alyn_Woods 
Barbara_Boxer,id00888,n000888,f,dev,Caucasian Latin,1940-11-11,
Barbara_Cook,id00890,n000890,f,dev,Caucasian Latin,1927-10-25,
Barbara_Corcoran,id00891,n000891,f,dev,Caucasian Latin,1949-03-10,
Barbara_Goenaga,id00892,n000892,f,dev,Caucasian Latin,1983-07-20,
Barbara_Mandrell,id00893,n000893,f,dev,Caucasian Latin,1948-12-25,
Barbara_Matera,id00894,n000894,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Barbara_Matera 
Barbara_Meier,id00895,n000895,f,dev,Caucasian Latin,1986-07-25,
Barbara_Schett,id00897,n000897,f,dev,Caucasian Latin,1976-03-10,
Barbara_Windsor,id00898,n000898,f,dev,Caucasian Latin,1937-08-06,
Barbara_dUrso,id00899,n000899,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Barbara_dUrso 
Barbora_Špotáková,id00901,n000901,f,dev,Caucasian Latin,1981-06-30,
Barbra_Streisand,id00902,n000902,f,dev,Caucasian Latin,1942-04-24,
Barney_Frank,id00903,n000903,m,dev,Caucasian Latin,1940-03-31,
Baron_Davis,id00904,n000904,m,dev,African American,1979-04-13,
Barry_Atsma,id00905,n000905,m,dev,Caucasian Latin,1972-12-29,
Barry_Bonds,id00906,n000906,m,dev,African American,1964-07-24,
Barry_Manilow,id00907,n000907,m,dev,Caucasian Latin,1943-06-17,
Barry_Pepper,id00908,n000908,m,dev,Caucasian Latin,1970-04-04,
Barry_Sloane,id00909,n000909,m,dev,Caucasian Latin,1981-02-10,
Barry_Trotz,id00910,n000910,m,dev,Caucasian Latin,1962-07-15,
Bart_De_Wever,id00911,n000911,m,dev,Caucasian Latin,1970-12-21,
Bas_Dost,id00917,n000917,m,dev,Caucasian Latin,1989-05-31,
Bastian_Pastewka,id00918,n000918,m,dev,Caucasian Latin,1972-04-04,
Bastian_Schweinsteiger,id00919,n000919,m,dev,Caucasian Latin,1984-08-01,
Beata_Kempa,id00920,n000920,f,dev,Caucasian Latin,1966-02-11,
Beate_Merk,id00922,n000922,f,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Beate_Merk 
Beatrice_Borromeo,id00923,n000923,f,dev,Caucasian Latin,1985-08-18,
Beatrix_of_the_Netherlands,id00924,n000924,f,dev,Caucasian Latin,1938-01-31,
Beatriz_Recari,id00925,n000925,f,dev,Caucasian Latin,1987-04-21,
Beau_Bridges,id00926,n000926,m,test,Caucasian Latin,1941-12-09,
Beau_Ryan,id00927,n000927,m,dev,Caucasian Latin,1985-05-11,
Bebe_Cool,id00928,n000928,m,dev,African American,1977-09-01,
Becky_Bayless,id00929,n000929,f,dev,Caucasian Latin,1982-02-03,
Becky_Hammon,id00930,n000930,f,dev,Caucasian Latin,1977-03-11,
Beenie_Man,id00931,n000931,m,dev,African American,1973-08-22,
Behnoosh_Bakhtiari,id00933,n000933,f,dev,Caucasian Latin,1975-05-19,
Bel_Powley,id00934,n000934,f,dev,Caucasian Latin,1992-03-07,
Bela_Padilla,id00935,n000935,f,dev,Caucasian Latin,1991-05-03,
Belinda_Stewart-Wilson,id00937,n000937,f,dev,Caucasian Latin,1971-04-16,
Belle_Perez,id00938,n000938,f,dev,Caucasian Latin,1976-01-29,
Belçim_Bilgin,id00939,n000939,f,dev,Caucasian Latin,1983-01-31,
Belén_Rueda,id00941,n000941,f,dev,Caucasian Latin,1965-03-16,
Ben_Barnes,id00942,n000942,m,dev,Caucasian Latin,1800-01-01, https://en.wikipedia.org/wiki/Ben_Barnes 
Ben_Bernanke,id00943,n000943,m,dev,Caucasian Latin,1953-12-13,
Ben_Carson,id00944,n000944,m,dev,African American,1951-09-18,
Ben_Falcone,id00945,n000945,m,dev,Caucasian Latin,1973-08-25,
Ben_Howland,id00946,n000946,m,dev,Caucasian Latin,1957-05-28,
Ben_Lee,id00947,n000947,m,dev,Caucasian Latin,1978-09-11,
Ben_Lloyd-Hughes,id00948,n000948,m,dev,Caucasian Latin,1988-04-14,
Benita_Ferrero-Waldner,id00959,n000959,f,dev,Caucasian Latin,1948-09-05,
Benjamin_Castaldi,id00960,n000960,m,dev,Caucasian Latin,1970-03-28,
Benji_Marshall,id00963,n000963,m,dev,Caucasian Latin,1985-02-25,
Benno_Fürmann,id00964,n000964,m,dev,Caucasian Latin,1972-01-17,
Benoist_Apparu,id00965,n000965,m,dev,Caucasian Latin,1969-11-24,
Benoît_Costil,id00966,n000966,m,dev,Caucasian Latin,1987-07-03,
Benoît_Hamon,id00967,n000967,m,dev,Caucasian Latin,1967-06-26,
Benoît_Poelvoorde,id00969,n000969,m,dev,Caucasian Latin,1964-09-22,
Benson_Henderson,id00971,n000971,m,dev,African American,1983-11-16,
Bernadette_Lafont,id00974,n000974,f,dev,Caucasian Latin,1938-10-28,
Bernard_Arnault,id00975,n000975,m,dev,Caucasian Latin,1949-03-05,
